Chevrolet,Impala,2010,Yellow,4,-1,2,C
Chevrolet,Traverse,2016,Black,4,-1,2,S
Volkswagen,Passat,2007,Blue,4,114,0,C
Honda,Pilot,2016,Black,4,-1,1,S
Honda,Ridgeline,1999,Black,4,-1,-1,T
Ford,F-150,2015,White,4,-1,2,T
Chevrolet,Impala,2011,Yellow,4,-1,1,C
Honda,Pilot,2008,Silver,4,47,0,S
Honda,Ridgeline,2005,White,4,-1,1,T
Honda,Pilot,2004,Silver,4,-1,1,S
Toyota,Camry,2011,Blue,4,-1,2,C
Ford,Fiesta,2003,White,4,-1,2,C
Volkswagen,Passat,2013,Black,4,270,0,C
Ford,Mustang,1999,Silver,4,-1,1,C
Toyota,Camry,2015,Yellow,4,-1,1,C
Chevrolet,Equinox,2000,Red,4,261,0,S
Toyota,Corolla,2000,Green,4,-1,-1,C
Chevrolet,Equinox,2014,Brown,4,-1,2,S
Honda,HR-V,2004,Silver,4,-1,-1,S
Toyota,Sienna,2017,White,4,-1,2,S
Chevrolet,Equinox,2011,Silver,4,-1,1,S
Honda,Pilot,2016,Green,4,-1,-1,S
Toyota,Sequoia,1999,Brown,4,342,0,S
Chevrolet,Suburban,1999,White,4,-1,2,S
Chevrolet,Equinox,2011,Red,4,-1,2,S
Chevrolet,Cruze,2002,Blue,4,397,0,C
Chevrolet,Traverse,2001,Red,4,74,0,S
Toyota,Avalon,2006,Yellow,4,-1,-1,C
Ford,Fusion,2015,White,4,114,0,C
Ford,Flex,1999,White,4,-1,2,S
Ford,Fusion,2004,Gray,4,-1,1,C
Ford,Fusion,2014,Silver,4,-1,-1,C
Ford,Mustang,2006,Gray,4,-1,2,C
Ford,F-150,2014,Yellow,4,-1,-1,T
Ford,Mustang,2003,Green,4,298,0,C
Ford,F-150,1999,Gray,4,-1,-1,T
Ford,Fiesta,2015,Red,4,-1,1,C
Chevrolet,Impala,2003,Silver,4,0,0,C
Chevrolet,Colorado,2006,Red,4,-1,-1,T
Ford,Mustang,2016,Black,4,-1,1,C
Ford,Expedition,2003,Silver,4,-1,2,S
Honda,Pilot,2001,Blue,4,-1,1,S
Toyota,Avalon,2002,Red,4,-1,2,C
Chevrolet,Suburban,2000,Blue,4,-1,-1,S
Chevrolet,Equinox,2011,Green,4,-1,1,S
Toyota,Corolla,2015,Black,4,430,0,C
Ford,Super Duty,2015,Yellow,4,-1,-1,T
Chevrolet,Traverse,2003,White,4,-1,2,S
Ford,Flex,2015,Red,4,-1,2,S
Chevrolet,Colorado,2005,Red,4,-1,1,T
Ford,Mustang,2010,Yellow,4,-1,-1,C
Toyota,Camry,2000,Green,4,-1,-1,C
Toyota,Highlander,2008,Silver,4,-1,-1,S
Ford,Raptor,2003,Blue,4,237,0,T
Ford,Raptor,2014,Blue,4,-1,1,T
Ford,Fusion,2000,Yellow,4,-1,1,C
Chevrolet,Traverse,2004,Yellow,4,-1,2,S
Ford,Flex,2010,Yellow,4,-1,2,S
Chevrolet,Cruze,2014,White,4,293,0,C
Ford,Super Duty,2007,Gray,4,-1,2,T
Honda,Civic,2017,Brown,4,-1,2,C
Chevrolet,Impala,2009,Silver,4,-1,1,C
Toyota,RAV4,2012,Green,4,-1,2,S
Chevrolet,Suburban,2003,Brown,4,161,0,S
Honda,CR-V,2003,White,4,-1,2,S
Honda,Pilot,2009,Silver,4,-1,-1,S
Toyota,Tundra,2005,Red,4,-1,-1,T
Ford,F-150,2017,Red,4,-1,-1,T
Toyota,Sienna,2006,Silver,4,-1,1,S
Toyota,Sequoia,2006,Silver,4,202,0,S
Toyota,Sequoia,2008,Black,4,-1,-1,S
Chevrolet,Cruze,2000,Red,4,-1,2,C
Toyota,Highlander,2012,Silver,4,435,0,S
Ford,Focus,2006,Brown,4,-1,-1,C
Honda,HR-V,2000,Red,4,-1,1,S
Chevrolet,Cruze,2006,Gray,4,-1,-1,C
Honda,Pilot,2000,Black,4,-1,1,S
Ford,Super Duty,2006,White,4,-1,-1,T
Toyota,Corolla,2005,Blue,4,-1,-1,C
Ford,Fusion,2013,White,4,-1,2,C
Toyota,4Runner,2007,Brown,4,-1,1,S
Toyota,Highlander,2003,Silver,4,-1,-1,S
Honda,HR-V,2015,Blue,4,-1,-1,S
Chevrolet,Impala,2005,Silver,4,-1,2,C
Ford,F-150,2000,White,4,193,0,T
Ford,Super Duty,2002,Green,4,121,0,T
Ford,Flex,2014,Red,4,-1,-1,S
Toyota,4Runner,2005,Gray,4,-1,1,S
Chevrolet,Impala,2006,White,4,125,0,C
Toyota,Camry,2011,Silver,4,-1,1,C
Toyota,4Runner,2001,Yellow,4,349,0,S
Honda,Pilot,2015,Red,4,-1,1,S
Toyota,Highlander,2000,Silver,4,-1,-1,S
Toyota,Highlander,2001,Gray,4,-1,2,S
Ford,Raptor,2010,Yellow,4,-1,-1,T
Ford,Super Duty,2010,Blue,4,-1,-1,T
Ford,Explorer,2001,Red,4,-1,1,S
Toyota,Avalon,2001,Blue,4,-1,-1,C
Chevrolet,Equinox,2004,Black,4,-1,2,S
Chevrolet,Equinox,2004,Gray,4,452,0,S
Honda,Pilot,2000,White,4,-1,-1,S
Toyota,Avalon,2007,Gray,4,-1,1,C
Toyota,Highlander,2014,White,4,-1,-1,S
Chevrolet,Impala,1999,White,4,342,0,C
Toyota,Sequoia,2013,Yellow,4,-1,2,S
Ford,Raptor,2006,Yellow,4,93,0,T
Honda,Fit,2008,White,4,-1,1,C
Honda,CR-V,2000,Brown,4,-1,2,S
Ford,Raptor,2008,White,4,-1,1,T
Volkswagen,Passat,2003,Red,4,-1,1,C
Honda,Odyssey,2000,Yellow,4,369,0,S
Chevrolet,Traverse,2013,Brown,4,-1,-1,S
Ford,Super Duty,2009,Yellow,4,-1,1,T
Toyota,Sequoia,2006,Brown,4,147,0,S
Ford,Super Duty,2004,Silver,4,-1,1,T
Toyota,Highlander,2009,Black,4,133,0,S
Chevrolet,Cruze,2001,Silver,4,106,0,C
Ford,Mustang,2009,Brown,4,-1,-1,C
Chevrolet,Traverse,2015,Brown,4,-1,2,S
Ford,Fusion,2015,Blue,4,-1,2,C
Chevrolet,Silverado,2012,Blue,4,-1,2,T
Toyota,Avalon,2016,Blue,4,-1,1,C
Chevrolet,Equinox,2000,Black,4,-1,1,S
Ford,Mustang,2010,Yellow,4,-1,1,C
Toyota,Sienna,2001,White,4,-1,2,S
Chevrolet,Traverse,2001,Blue,4,-1,2,S
Honda,HR-V,2014,Brown,4,-1,2,S
Chevrolet,Equinox,2012,Brown,4,14,0,S
Toyota,Sequoia,2017,Green,4,-1,-1,S
Ford,F-150,2008,Green,4,452,0,T
Ford,Fusion,2002,Red,4,-1,2,C
Toyota,Sequoia,2004,Blue,4,243,0,S
Honda,HR-V,2015,Red,4,20,0,S
Toyota,Corolla,2015,Gray,4,-1,1,C
Chevrolet,Traverse,2000,Yellow,4,378,0,S
Ford,Escape,2010,Red,4,-1,1,S
Ford,Super Duty,2001,Silver,4,389,0,T
Toyota,Highlander,2014,Green,4,-1,1,S
Toyota,Corolla,2016,White,4,-1,-1,C
Honda,Pilot,2006,Black,4,-1,1,S
Ford,Super Duty,2005,Green,4,-1,2,T
Chevrolet,Impala,2001,Red,4,-1,-1,C
Ford,Fusion,2014,Yellow,4,-1,1,C
Toyota,Highlander,2016,White,4,-1,1,S
Toyota,Sienna,2009,White,4,-1,1,S
Ford,Raptor,2005,Green,4,-1,-1,T
Toyota,Corolla,2007,Red,4,-1,-1,C
Chevrolet,Impala,2001,White,4,-1,1,C
Honda,Ridgeline,2002,Black,4,-1,1,T
Toyota,Tacoma,2009,Gray,4,-1,-1,T
Toyota,Highlander,2010,Brown,4,-1,2,S
Chevrolet,Silverado,2002,Black,4,-1,1,T
Chevrolet,Traverse,2012,Black,4,-1,2,S
Honda,Odyssey,2008,Black,4,-1,-1,S
Honda,Odyssey,2009,Black,4,-1,1,S
Honda,CR-V,2016,White,4,-1,-1,S
Ford,Focus,2016,Blue,4,-1,1,C
Toyota,Sequoia,2011,White,4,-1,-1,S
Ford,Fiesta,2009,Black,4,-1,2,C
Toyota,Highlander,2001,Green,4,378,0,S
Toyota,Camry,2004,White,4,-1,2,C
Ford,Fusion,2007,Red,4,104,0,C
Honda,Odyssey,2011,Silver,4,-1,-1,S
Honda,Odyssey,1999,Red,4,31,0,S
Toyota,Tacoma,2003,Yellow,4,-1,-1,T
Chevrolet,Cruze,2000,Green,4,-1,-1,C
Ford,Focus,2009,Silver,4,-1,2,C
Toyota,4Runner,2004,Yellow,4,-1,-1,S
Honda,HR-V,2010,Blue,4,-1,2,S
Toyota,Sienna,2002,Gray,4,-1,1,S
Ford,Super Duty,2009,Red,4,-1,2,T
Honda,HR-V,2007,Blue,4,204,0,S
Honda,HR-V,2009,Black,4,-1,-1,S
Ford,Focus,2008,Blue,4,-1,1,C
Ford,Fusion,2001,Silver,4,465,0,C
Chevrolet,Silverado,2005,Silver,4,-1,2,T
Toyota,RAV4,2007,Yellow,4,-1,-1,S
Chevrolet,Impala,2008,Brown,4,-1,2,C
Chevrolet,Impala,2011,Black,4,-1,1,C
Toyota,Avalon,2000,Silver,4,-1,2,C
Honda,Accord,2005,Red,4,-1,1,C
Honda,Pilot,2017,Gray,4,-1,2,S
Chevrolet,Traverse,2016,White,4,-1,-1,S
Chevrolet,Tahoe,1999,Red,4,-1,-1,S
Ford,Flex,2012,White,4,-1,-1,S
Ford,Fiesta,2007,Brown,4,385,0,C
Honda,Ridgeline,2004,Green,4,-1,-1,T
Honda,Ridgeline,2013,Yellow,4,-1,2,T
Ford,Flex,2007,Black,4,-1,-1,S
Toyota,RAV4,2009,Brown,4,-1,2,S
Ford,Flex,2003,White,4,221,0,S
Ford,Raptor,2009,Gray,4,-1,1,T
Ford,Mustang,2013,Brown,4,-1,-1,C
Toyota,Sequoia,2008,Yellow,4,327,0,S
Toyota,Sequoia,2013,Yellow,4,249,0,S
Honda,Fit,2003,Black,4,465,0,C
Ford,Super Duty,2012,White,4,-1,1,T
Toyota,Highlander,2002,Red,4,-1,2,S
Chevrolet,Malibu,2011,Yellow,4,-1,-1,C
Chevrolet,Equinox,2000,White,4,-1,2,S
Honda,Pilot,2014,Brown,4,164,0,S
Ford,Fiesta,2011,Silver,4,285,0,C
Honda,Odyssey,2002,Blue,4,-1,-1,S
Toyota,Corolla,2015,Gray,4,-1,2,C
Ford,Super Duty,2001,Yellow,4,-1,-1,T
Toyota,RAV4,2004,Black,4,-1,2,S
Chevrolet,Impala,2003,Blue,4,-1,-1,C
Ford,Fiesta,2013,Silver,4,-1,1,C
Toyota,Avalon,2015,Yellow,4,-1,-1,C
Honda,Civic,2001,Gray,4,396,0,C
Toyota,4Runner,2017,Silver,4,-1,1,S
Ford,Expedition,2007,Green,4,-1,-1,S
Chevrolet,Silverado,2017,Brown,4,-1,1,T
Chevrolet,Cruze,2001,Gray,4,373,0,C
Toyota,Camry,2004,Black,4,-1,1,C
Toyota,Camry,2012,White,4,199,0,C
Chevrolet,Suburban,2000,Black,4,113,0,S
Toyota,Tacoma,2017,White,4,405,0,T
Ford,Raptor,2015,Yellow,4,310,0,T
Honda,HR-V,2005,Brown,4,-1,2,S
Chevrolet,Equinox,2001,White,4,-1,1,S
Toyota,Sequoia,2004,Green,4,-1,2,S
Toyota,Sequoia,2008,White,4,-1,-1,S
Toyota,Sienna,2003,Black,4,299,0,S
Ford,Fusion,1999,Gray,4,-1,-1,C
Honda,Odyssey,2000,Red,4,-1,-1,S
Toyota,Sequoia,2000,Brown,4,108,0,S
Volkswagen,Passat,2013,Green,4,-1,2,C
Ford,Flex,2017,Brown,4,359,0,S
Ford,Focus,2014,Black,4,-1,1,C
Chevrolet,Impala,2014,Silver,4,55,0,C
Honda,Odyssey,2008,Black,4,473,0,S
Ford,F-150,2016,Gray,4,-1,2,T
Ford,Expedition,2002,Black,4,-1,-1,S
Ford,Fiesta,2002,Black,4,259,0,C
Honda,Ridgeline,2007,Green,4,-1,-1,T
Toyota,RAV4,2003,Red,4,-1,-1,S
Honda,CR-V,1999,Silver,4,250,0,S
Toyota,Highlander,2008,Black,4,-1,1,S
Ford,Mustang,2013,Gray,4,-1,-1,C
Toyota,Highlander,2012,Silver,4,423,0,S
Honda,Odyssey,2012,Blue,4,-1,2,S
Honda,HR-V,1999,White,4,-1,-1,S
Toyota,Highlander,2007,Yellow,4,-1,1,S
Honda,HR-V,2003,Gray,4,-1,-1,S
Toyota,Sequoia,2002,Gray,4,113,0,S
Toyota,Sequoia,2004,Blue,4,202,0,S
Honda,Pilot,1999,White,4,192,0,S
Toyota,Highlander,2015,Blue,4,325,0,S
Ford,F-150,2006,Silver,4,-1,-1,T
Chevrolet,Traverse,2004,Red,4,291,0,S
Chevrolet,Equinox,2012,Silver,4,456,0,S
Volkswagen,Passat,2000,Red,4,-1,2,C
Toyota,Highlander,2015,Red,4,98,0,S
Ford,Flex,2005,Blue,4,322,0,S
Toyota,Highlander,2014,Silver,4,-1,2,S
Honda,Pilot,2006,Silver,4,-1,-1,S
Toyota,Highlander,2014,Silver,4,381,0,S
Honda,HR-V,2010,Gray,4,-1,2,S
Toyota,Avalon,2010,Blue,4,-1,1,C
Honda,Pilot,2008,Brown,4,-1,-1,S
Ford,F-150,2011,Silver,4,249,0,T
Toyota,Sienna,2006,Brown,4,-1,-1,S
Ford,Fusion,2000,Brown,4,206,0,C
Ford,Flex,2007,Brown,4,-1,-1,S
Toyota,Highlander,2014,Blue,4,-1,2,S
Chevrolet,Traverse,2005,Red,4,-1,-1,S
Toyota,RAV4,2000,Blue,4,-1,1,S
Honda,Pilot,2013,Brown,4,-1,1,S
Chevrolet,Traverse,2014,Black,4,-1,-1,S
Toyota,Sequoia,2014,Red,4,-1,1,S
Toyota,Sienna,2006,White,4,202,0,S
Chevrolet,Equinox,2012,Brown,4,-1,-1,S
Toyota,Sequoia,2001,Green,4,175,0,S
Toyota,Tundra,2007,Black,4,232,0,T
Toyota,Sequoia,2017,Silver,4,-1,-1,S
Chevrolet,Traverse,2011,Red,4,-1,-1,S
Chevrolet,Impala,2013,Silver,4,-1,-1,C
Toyota,Corolla,2017,Green,4,-1,-1,C
Ford,Expedition,2016,Yellow,4,-1,1,S
Chevrolet,Traverse,2013,Green,4,-1,-1,S
Chevrolet,Cruze,2003,Red,4,-1,2,C
Toyota,4Runner,2004,Blue,4,-1,-1,S
Ford,Focus,2006,Red,4,-1,-1,C
Ford,Focus,2007,Silver,4,155,0,C
Toyota,Tundra,2010,Gray,4,-1,2,T
Chevrolet,Equinox,2015,Green,4,403,0,S
Honda,CR-V,2003,Black,4,-1,1,S
Toyota,Sienna,2017,Silver,4,-1,-1,S
Chevrolet,Impala,2000,Gray,4,-1,1,C
Honda,CR-V,2015,Black,4,-1,1,S
Ford,Fiesta,2010,Red,4,322,0,C
Chevrolet,Colorado,1999,Gray,4,22,0,T
Ford,Fusion,2010,Black,4,-1,-1,C
Toyota,Corolla,1999,White,4,-1,2,C
Toyota,RAV4,2006,Yellow,4,-1,-1,S
Toyota,Corolla,2013,Blue,4,130,0,C
Chevrolet,Colorado,2010,Green,4,409,0,T
Toyota,Avalon,2013,White,4,-1,2,C
Honda,Ridgeline,2011,Brown,4,-1,-1,T
Ford,Focus,2017,Blue,4,-1,-1,C
Ford,Mustang,2000,Silver,4,-1,2,C
Ford,Focus,1999,Yellow,4,-1,-1,C
Honda,HR-V,2013,Black,4,375,0,S
Ford,Focus,2008,White,4,-1,2,C
Chevrolet,Malibu,2004,Red,4,-1,-1,C
Chevrolet,Impala,2007,Green,4,-1,-1,C
Toyota,4Runner,2011,Green,4,-1,-1,S
Chevrolet,Traverse,2000,Yellow,4,-1,-1,S
Chevrolet,Cruze,2014,Black,4,-1,2,C
Honda,Accord,2001,Green,4,-1,2,C
Chevrolet,Impala,1999,Red,4,225,0,C
Ford,Mustang,2007,Black,4,93,0,C
Chevrolet,Impala,2012,Gray,4,-1,1,C
Honda,Pilot,2008,Green,4,247,0,S
Ford,Focus,2000,Yellow,4,-1,2,C
Toyota,Sequoia,2014,White,4,-1,1,S
Chevrolet,Malibu,2016,Silver,4,492,0,C
Honda,Odyssey,2002,Yellow,4,-1,1,S
Chevrolet,Cruze,2010,Green,4,-1,2,C
Honda,HR-V,2012,Yellow,4,-1,2,S
Toyota,Tundra,2006,Silver,4,-1,1,T
Honda,Civic,2006,Silver,4,-1,1,C
Chevrolet,Suburban,2015,Brown,4,-1,-1,S
Chevrolet,Traverse,2006,Black,4,-1,-1,S
Honda,Civic,2005,Gray,4,-1,-1,C
Toyota,Avalon,2012,Red,4,-1,1,C
Toyota,Sequoia,2002,Red,4,-1,2,S
Toyota,Sienna,2001,Yellow,4,-1,-1,S
Honda,Fit,2009,Silver,4,434,0,C
Honda,CR-V,2011,Silver,4,49,0,S
Ford,Escape,2006,Red,4,-1,1,S
Ford,Flex,2000,Gray,4,-1,1,S
Toyota,4Runner,2014,Blue,4,276,0,S
Honda,Accord,2009,Blue,4,-1,-1,C
Honda,Odyssey,1999,Gray,4,-1,1,S
Honda,CR-V,2013,Gray,4,-1,-1,S
Honda,Pilot,2017,Yellow,4,-1,2,S
Chevrolet,Colorado,2011,Brown,4,-1,2,T
Chevrolet,Traverse,2016,Green,4,-1,1,S
Ford,Fusion,2004,Green,4,-1,-1,C
Honda,CR-V,2013,Gray,4,-1,1,S
Toyota,4Runner,1999,Brown,4,-1,2,S
Honda,Odyssey,2006,Yellow,4,214,0,S
Ford,Mustang,2004,Yellow,4,219,0,C
Ford,Escape,2000,Yellow,4,-1,2,S
Toyota,RAV4,2015,Red,4,-1,2,S
Chevrolet,Traverse,2008,Brown,4,-1,1,S
Toyota,4Runner,2006,Red,4,172,0,S
Toyota,Highlander,1999,Blue,4,-1,-1,S
Toyota,Sequoia,2011,Gray,4,-1,2,S
Ford,Flex,2012,White,4,-1,2,S
Toyota,Tundra,1999,Black,4,-1,1,T
Ford,Flex,2009,White,4,477,0,S
Ford,Fiesta,2012,Red,4,-1,-1,C
Toyota,Camry,2008,Black,4,-1,-1,C
Chevrolet,Colorado,2009,Brown,4,-1,1,T
Volkswagen,Passat,2017,Black,4,-1,2,C
Ford,Flex,2001,Silver,4,356,0,S
Honda,Civic,2009,Gray,4,-1,2,C
Chevrolet,Impala,2007,Silver,4,36,0,C
Ford,Fiesta,2009,Blue,4,425,0,C
Ford,Focus,2009,Blue,4,-1,2,C
Ford,Super Duty,2005,Black,4,229,0,T
Toyota,Sienna,2009,Red,4,7,0,S
Ford,Focus,2001,Green,4,-1,-1,C
Ford,Flex,2005,Blue,4,-1,-1,S
Ford,Fiesta,2015,Blue,4,-1,1,C
Chevrolet,Equinox,2013,Silver,4,-1,2,S
Ford,Flex,2008,Yellow,4,-1,2,S
Toyota,RAV4,2002,Silver,4,376,0,S
Toyota,Avalon,2008,Red,4,-1,2,C
Volkswagen,Passat,2001,White,4,2,0,C
Chevrolet,Cruze,2015,Yellow,4,-1,1,C
Chevrolet,Impala,2006,Silver,4,-1,-1,C
Toyota,Sequoia,2015,White,4,-1,2,S
Toyota,RAV4,2010,Yellow,4,-1,1,S
Honda,Civic,2011,Silver,4,410,0,C
Toyota,Highlander,2011,Gray,4,-1,1,S
Honda,Civic,2005,Black,4,62,0,C
Chevrolet,Impala,1999,Gray,4,-1,2,C
Toyota,Sequoia,2016,Green,4,-1,1,S
Ford,Raptor,2004,Silver,4,-1,2,T
Chevrolet,Cruze,2001,Yellow,4,-1,-1,C
Honda,Fit,1999,Red,4,-1,2,C
Ford,Expedition,2000,Red,4,-1,-1,S
Chevrolet,Cruze,2010,Green,4,-1,1,C
Ford,Focus,2017,Brown,4,-1,-1,C
Chevrolet,Equinox,2000,Green,4,-1,1,S
Chevrolet,Equinox,2001,Gray,4,-1,2,S
Toyota,Corolla,2006,Green,4,-1,1,C
Honda,Odyssey,2012,Gray,4,296,0,S
Toyota,Sequoia,2001,Green,4,-1,1,S
Ford,Mustang,2017,White,4,-1,2,C
Ford,Expedition,2010,Green,4,33,0,S
Chevrolet,Cruze,2009,Yellow,4,-1,-1,C
